Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
37.0,4.8,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Urban,15,20002.510921865294
29.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,20002.510921865294
24.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,,16,20002.510921865294
,,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,11,20002.510921865294
,,,,3,Drinks,motorcycle,1.0,No,Urban,30,20002.510921865294
39.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,24,20002.510921865294
38.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,20002.510921865294
23.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,29,20002.510921865294
25.0,4.9,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Urban,17,20002.510921865294
24.0,4.7,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,36,20002.510921865294
38.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.510921865294
36.0,4.9,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,20002.510921865294
32.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.510921865294
32.0,4.0,Fog,High,2,Drinks,scooter,2.0,No,Metropolitian,37,20002.510921865294
39.0,4.6,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,22,20002.510921865294
35.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.510921865294
35.0,4.9,Stormy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.510921865294
32.0,4.9,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,21,20002.510921865294
28.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.510921865294
24.0,4.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,26,20002.510921865294
36.0,4.9,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,45,20002.510921865294
20.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,18,20002.510921865294
21.0,4.6,Fog,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,21,20002.510921865294
37.0,4.4,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.510921865294
27.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.510921865294
24.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Urban,24,20002.510921865294
23.0,4.6,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,16,20002.510921865294
26.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.510921865294
24.0,4.9,Cloudy,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,49,20002.510921865294
36.0,4.6,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,19,20002.510921865294
20.0,4.2,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,35,20002.510921865294
29.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,26,20002.510921865294
36.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.510921865294
34.0,4.7,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.510921865294
21.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.510921865294
20.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
36.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.510921865294
33.0,4.2,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,32,20002.510921865294
35.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
21.0,4.7,Windy,Medium,2,Meal,motorcycle,1.0,No,Urban,29,20002.510921865294
20.0,4.5,Sunny,High,1,Snack,motorcycle,0.0,No,Metropolitian,12,20002.510921865294
31.0,4.0,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.510921865294
37.0,4.5,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,17,20002.510921865294
36.0,4.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,20002.510921865294
30.0,4.1,Windy,Medium,0,Meal,motorcycle,1.0,No,Urban,36,20002.510921865294
20.0,4.6,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,10,20002.510921865294
21.0,4.6,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,10,20002.510921865294
29.0,4.8,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
28.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
26.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,32,20002.510921865294
21.0,4.7,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,13,20002.510921865294
30.0,4.8,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,25,20002.510921865294
28.0,4.9,Stormy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,28,20002.510921865294
26.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Urban,16,20002.510921865294
21.0,4.8,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,20002.510921865294
21.0,4.6,Stormy,Low,0,Buffet,motorcycle,,No,Urban,20,20002.510921865294
36.0,4.5,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,15,20002.510921865294
36.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.510921865294
38.0,4.1,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
32.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.510921865294
28.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,15,20002.510921865294
39.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.510921865294
22.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,14,20002.510921865294
25.0,4.8,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.510921865294
,,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
22.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.510921865294
21.0,4.7,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,20002.510921865294
32.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,45,20002.510921865294
29.0,5.0,Sunny,Medium,1,Snack,scooter,0.0,No,,19,20002.510921865294
26.0,4.9,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.510921865294
23.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,29,20002.510921865294
21.0,5.0,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,10,20002.510921865294
27.0,4.6,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,19,20002.510921865294
31.0,4.3,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,34,20002.510921865294
20.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20002.510921865294
20.0,4.8,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.510921865294
29.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,43,20002.510921865294
33.0,4.7,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.510921865294
35.0,4.4,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.510921865294
25.0,4.7,Windy,Low,1,Drinks,scooter,0.0,No,Urban,19,20002.510921865294
30.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.510921865294
22.0,4.2,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,34,20002.510921865294
30.0,4.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,35,20002.510921865294
38.0,4.6,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,24,20002.510921865294
34.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,51,20002.510921865294
36.0,4.8,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,20002.510921865294
32.0,4.6,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.510921865294
28.0,4.9,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,33,20002.510921865294
32.0,3.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.510921865294
35.0,4.3,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,20002.510921865294
35.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,20,20002.510921865294
26.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,20002.510921865294
24.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.510921865294
21.0,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.510921865294
39.0,4.4,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,43,20002.510921865294
32.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,43,20002.510921865294
,,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.510921865294
23.0,4.8,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.510921865294
32.0,4.8,Sandstorms,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,20002.510921865294
24.0,5.0,Stormy,Low,2,Meal,scooter,0.0,No,Urban,15,20002.510921865294
30.0,5.0,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,20002.510921865294
28.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.510921865294
39.0,4.2,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Urban,31,20002.510921865294
22.0,4.6,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.510921865294
31.0,4.1,Stormy,Jam,2,Drinks,scooter,0.0,No,Urban,40,20002.510921865294
25.0,4.7,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.510921865294
33.0,4.6,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,28,20002.510921865294
37.0,4.6,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,38,20002.510921865294
23.0,4.7,Windy,Low,2,Meal,motorcycle,0.0,,Metropolitian,11,20002.510921865294
35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,20002.510921865294
21.0,4.5,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,28,20002.510921865294
34.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.510921865294
26.0,4.7,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.510921865294
33.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.510921865294
31.0,4.4,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.510921865294
35.0,4.3,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.510921865294
31.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Urban,33,20002.510921865294
38.0,4.5,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.510921865294
23.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.510921865294
22.0,4.7,Cloudy,Low,1,Snack,scooter,,No,Urban,12,20002.510921865294
38.0,4.7,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.510921865294
27.0,4.9,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,20002.510921865294
37.0,4.6,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
23.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20002.510921865294
26.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.510921865294
31.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.510921865294
39.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.510921865294
32.0,4.8,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.510921865294
39.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,46,20002.510921865294
27.0,4.9,Sandstorms,Medium,1,Snack,motorcycle,0.0,No,Urban,25,20002.510921865294
27.0,4.6,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,18,20002.510921865294
37.0,4.5,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.510921865294
34.0,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.510921865294
26.0,4.7,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,11,20002.510921865294
31.0,4.8,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.510921865294
24.0,4.2,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,33,20002.510921865294
30.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
20.0,4.9,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,42,20002.510921865294
22.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,23,20002.510921865294
33.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Urban,25,20002.510921865294
27.0,4.9,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,21,20002.510921865294
30.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
38.0,4.1,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,37,20002.510921865294
25.0,4.7,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,16,20002.510921865294
23.0,4.9,Cloudy,Low,1,Buffet,scooter,0.0,No,Urban,13,20002.510921865294
26.0,4.9,Sandstorms,Low,1,Buffet,scooter,0.0,No,,19,20002.510921865294
29.0,4.3,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,38,20002.510921865294
20.0,4.6,Cloudy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,43,20002.510921865294
22.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.510921865294
23.0,4.9,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,20002.510921865294
21.0,4.8,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.510921865294
50.0,6.0,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,28,20002.510921865294
24.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.510921865294
25.0,4.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,15,20002.510921865294
35.0,4.5,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.510921865294
34.0,4.8,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.510921865294
38.0,4.9,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,20002.510921865294
25.0,5.0,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.510921865294
20.0,4.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Urban,13,20002.510921865294
38.0,4.9,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.510921865294
35.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,20002.510921865294
30.0,3.6,Fog,Low,2,Drinks,electric_scooter,,No,Metropolitian,35,20002.510921865294
36.0,4.8,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,24,20002.510921865294
20.0,4.8,Fog,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,13,20002.510921865294
28.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.510921865294
24.0,4.5,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.510921865294
29.0,4.5,Fog,Medium,2,Buffet,scooter,,No,Metropolitian,13,20002.510921865294
26.0,4.6,Windy,High,0,Meal,motorcycle,0.0,No,Urban,17,20002.510921865294
22.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,,18,20002.510921865294
35.0,4.6,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.510921865294
25.0,4.7,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,15,20002.510921865294
34.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.510921865294
28.0,5.0,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.510921865294
20.0,4.6,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.510921865294
21.0,4.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.510921865294
36.0,4.8,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,18,20002.510921865294
39.0,5.0,Cloudy,Jam,1,Meal,scooter,2.0,No,Urban,39,20002.510921865294
26.0,4.5,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,15,20002.510921865294
25.0,4.6,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.510921865294
22.0,5.0,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.510921865294
27.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,31,20002.510921865294
27.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20002.510921865294
36.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,17,20002.510921865294
21.0,4.7,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Urban,26,20002.510921865294
34.0,5.0,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.510921865294
34.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,20002.510921865294
31.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.510921865294
,,,,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.510921865294
35.0,4.6,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
34.0,4.9,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,30,20002.510921865294
25.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,,23,20002.510921865294
28.0,4.6,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,15,20002.510921865294
20.0,4.9,Sunny,High,1,Snack,scooter,0.0,No,,16,20002.510921865294
22.0,4.3,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.510921865294
25.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,10,20002.510921865294
35.0,5.0,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.510921865294
36.0,4.0,Stormy,Jam,1,Snack,motorcycle,0.0,No,Urban,32,20002.510921865294
35.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,19,20002.510921865294
29.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,20002.510921865294
23.0,4.6,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,15,20002.510921865294
30.0,4.3,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.510921865294
28.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,14,20002.510921865294
29.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.510921865294
34.0,4.7,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.510921865294
27.0,4.9,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.510921865294
33.0,4.2,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.510921865294
20.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.510921865294
39.0,3.6,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,39,20002.510921865294
33.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,34,20002.510921865294
29.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
32.0,4.2,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.510921865294
,,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,48,20002.510921865294
30.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,24,20002.510921865294
25.0,4.5,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.510921865294
31.0,4.7,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.510921865294
29.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,11,20002.510921865294
24.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.510921865294
20.0,4.5,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.510921865294
24.0,4.5,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.510921865294
,,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.510921865294
21.0,5.0,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20002.510921865294
28.0,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,25,20002.510921865294
31.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.510921865294
20.0,4.8,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,25,20002.510921865294
20.0,4.9,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.510921865294
28.0,5.0,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,25,20002.510921865294
34.0,5.0,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.510921865294
24.0,4.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.510921865294
39.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
37.0,4.9,Sandstorms,High,1,Drinks,motorcycle,0.0,No,Metropolitian,34,20002.510921865294
36.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.510921865294
22.0,4.1,Cloudy,Jam,1,Meal,scooter,1.0,No,,35,20002.510921865294
24.0,5.0,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.510921865294
24.0,4.1,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,15,20002.510921865294
22.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,,,13,20002.510921865294
35.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,17,20002.510921865294
36.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.510921865294
31.0,4.8,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,21,20002.510921865294
29.0,4.9,Stormy,Jam,1,Drinks,scooter,,No,Metropolitian,17,20002.510921865294
36.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.510921865294
39.0,5.0,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.510921865294
23.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.510921865294
22.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,37,20002.510921865294
32.0,4.7,Cloudy,High,1,Meal,scooter,0.0,No,Urban,33,20002.510921865294
34.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,28,20002.510921865294
35.0,4.9,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.510921865294
37.0,4.7,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20002.510921865294
29.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.510921865294
20.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Urban,10,20002.510921865294
36.0,4.3,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,38,20002.510921865294
25.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.510921865294
23.0,5.0,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,18,20002.510921865294
28.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.510921865294
37.0,4.8,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,20002.510921865294
34.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,23,20002.510921865294
20.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,16,20002.510921865294
20.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,20002.510921865294
35.0,4.9,Cloudy,Jam,1,Snack,motorcycle,3.0,Yes,Metropolitian,49,20002.510921865294
21.0,5.0,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,37,20002.50965455953
34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,20002.50965455953
22.0,4.6,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.50965455953
27.0,4.9,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,15,20002.50965455953
35.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,25,20002.509653747802
30.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,23,20002.509653747802
36.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.509653747802
39.0,4.2,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.509653747802
23.0,4.6,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,16,20002.50965349079
39.0,4.7,Stormy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,20002.50965321564
35.0,4.8,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.50965321564
36.0,5.0,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.509653176658
38.0,4.3,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.509653176658
37.0,4.8,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,22,20002.509653176658
39.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,29,20002.509653176658
31.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.509652816792
34.0,5.0,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,31,20002.509652816792
33.0,4.7,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,25,20002.509652816792
