,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
21262,32.0,4.1,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.51396581995
21263,21.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.51396581995
21264,24.0,3.2,Sunny,Low,2,Snack,scooter,1.0,No,Urban,36,20002.51396581995
21265,24.0,5.0,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Urban,15,20002.51396581995
21266,39.0,4.1,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,35,20002.51396581995
21267,28.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.51396581995
21268,38.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.51396581995
21269,23.0,4.5,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,20002.51396581995
21270,36.0,4.9,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,41,20002.51396581995
21271,35.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,18,20002.51396581995
21272,39.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,15,20002.51396565473
21273,21.0,4.6,Fog,Low,1,Buffet,scooter,1.0,No,Urban,25,20002.51396565473
21274,33.0,5.0,Fog,High,0,Snack,motorcycle,1.0,No,,31,20002.51396565473
21275,,,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.51396565473
21276,26.0,5.0,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.51396565473
21277,24.0,4.6,Windy,Low,2,Snack,scooter,0.0,No,Urban,10,20002.51396565473
21278,38.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,,28,20002.51396565473
21279,23.0,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,20002.51396565473
21280,28.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,28,20002.51396565473
21281,35.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51396565473
21282,30.0,4.6,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,20,20002.51396565473
21283,29.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,20,20002.51396565473
21284,,,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51396565473
21285,20.0,4.0,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,35,20002.51396565473
21286,,,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,31,20002.51396565473
21287,26.0,4.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.51396565473
21288,22.0,4.5,Sandstorms,High,2,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51396564336
21289,,,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.51396564336
21290,31.0,4.5,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,19,20002.51396564336
21291,39.0,4.6,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,34,20002.51396564336
21292,37.0,3.8,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.51396564336
21293,28.0,4.7,Stormy,Low,2,Snack,electric_scooter,,No,Urban,11,20002.51396564336
21294,34.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51396564336
21295,29.0,4.9,Fog,High,2,Drinks,motorcycle,1.0,No,Urban,21,20002.51396564336
21296,25.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51396564336
21297,21.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51396564336
21298,39.0,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.51396564336
21299,35.0,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,20,20002.51396564336
21300,23.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.513965593716
21301,21.0,2.9,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,40,20002.513965593716
21302,39.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.513965593716
21303,37.0,4.0,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.513965593716
21304,26.0,4.7,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.513965593716
21305,25.0,4.5,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,16,20002.513965593716
21306,34.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.513965593716
21307,28.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,39,20002.513965593716
21308,26.0,2.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.513965593716
21309,28.0,4.9,Sunny,Jam,0,Meal,motorcycle,0.0,No,Urban,15,20002.513965593716
21310,25.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.513965593716
21311,50.0,6.0,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,35,20002.513965593716
21312,34.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,27,20002.513965593716
21313,23.0,4.1,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.513965593716
21314,31.0,4.6,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,23,20002.513965593716
21315,28.0,4.5,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Urban,13,20002.513965542163
21316,30.0,4.8,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.513965542163
21317,39.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,49,20002.513965542163
21318,20.0,4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.513965542163
21319,22.0,5.0,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.513965542163
21320,33.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,20002.513965542163
21321,36.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,20002.513965542163
21322,29.0,4.9,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.513965542163
21323,22.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,19,20002.513965542163
21324,38.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.513965542163
21325,39.0,4.9,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.513965542163
21326,29.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.513965542163
21327,26.0,4.5,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,12,20002.513965542163
21328,37.0,4.4,Windy,Medium,1,Meal,scooter,0.0,No,Metropolitian,32,20002.513965542163
21329,25.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Urban,15,20002.513965542163
21330,,,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,28,20002.513965542163
21331,39.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,20002.513965403028
21332,32.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,40,20002.513965403028
21333,36.0,4.5,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,21,20002.513965403028
21334,31.0,4.9,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.513965403028
21335,28.0,4.6,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,39,20002.513965403028
21336,29.0,4.5,Stormy,Medium,2,Snack,scooter,0.0,No,Metropolitian,27,20002.513965403028
21337,31.0,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.513965403028
21338,30.0,4.5,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,18,20002.513965403028
21339,29.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,41,20002.513965403028
21340,32.0,4.9,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.513965403028
21341,26.0,4.6,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,19,20002.513965403028
21342,32.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.513965403028
21343,26.0,4.3,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,35,20002.513965403028
21344,21.0,4.5,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.513965403028
21345,26.0,5.0,Windy,Jam,0,Snack,motorcycle,,No,Urban,22,20002.51396421153
21346,38.0,4.3,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,33,20002.51396421153
21347,32.0,3.8,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,40,20002.51396421153
21348,28.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,22,20002.51396421153
21349,33.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.51396421153
21350,35.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,20002.51396421153
21351,36.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,22,20002.51396421153
21352,29.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51396421153
21353,34.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51396421153
21354,33.0,5.0,Stormy,Low,1,Drinks,motorcycle,,No,Metropolitian,25,20002.51396421153
21355,30.0,4.4,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,42,20002.51396421153
21356,25.0,4.6,Windy,Medium,2,Meal,motorcycle,1.0,No,Urban,20,20002.51396421153
21357,27.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.51396421153
21358,20.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.51396421153
21359,38.0,4.8,Sunny,High,2,Buffet,scooter,1.0,No,Metropolitian,23,20002.513962330144
21360,31.0,4.7,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,20002.513962330144
21361,32.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,48,20002.513962330144
21362,28.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.513962330144
21363,,,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,20002.513962330144
21364,25.0,4.3,Sunny,Jam,0,Drinks,motorcycle,,No,Metropolitian,33,20002.513962330144
21365,38.0,4.9,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.513962330144
21366,33.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,27,20002.513962330144
21367,24.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,20002.513962330144
21368,22.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,28,20002.513962330144
21369,20.0,5.0,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.513962330144
21370,22.0,4.6,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,12,20002.513962330144
21371,37.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,28,20002.513962330144
21372,33.0,4.8,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.513962330144
21373,24.0,4.5,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,14,20002.513959124666
21374,35.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,45,20002.513959124666
21375,29.0,4.0,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.513959124666
21376,,,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,24,20002.513959124666
21377,25.0,4.8,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,23,20002.51395875911
21378,38.0,4.7,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,20002.51395875911
21379,31.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,,21,20002.51395875911
21380,23.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,,24,20002.513958758722
21381,35.0,5.0,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.513958758722
21382,29.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.513958758722
21383,35.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.513958758722
21384,24.0,4.8,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,16,20002.51395806151
21385,39.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.51395806151
21386,30.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.51395806151
21387,,,,,3,Snack,bicycle,1.0,No,Metropolitian,38,20002.51395806151
21388,22.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,11,20002.513958051528
21389,26.0,4.8,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,18,20002.513958051528
21390,32.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.513958051528
21391,31.0,4.0,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,32,20002.513958051528
21392,30.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.51395803753
21393,31.0,4.8,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.51395803753
21394,31.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Urban,39,20002.51395803753
21395,34.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,19,20002.513957968913
21396,29.0,4.9,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.513957968913
21397,27.0,4.4,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.513957968913
21398,35.0,4.7,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,47,20002.513957968913
21399,28.0,4.9,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.513957916854
21400,27.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,15,20002.513957883195
21401,33.0,4.2,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,45,20002.513957883195
21402,27.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.513957883195
21403,20.0,5.0,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21,20002.513957883195
21404,32.0,4.7,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,20002.513957452487
21405,39.0,4.5,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.513957452487
21406,,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,27,20002.513957452487
21407,32.0,5.0,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,37,20002.51395744687
21408,27.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.513957435294
21409,36.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.513957435294
21410,32.0,4.5,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,20002.513957402
21411,25.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Urban,19,20002.513957402
21412,37.0,4.5,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.513957216397
21413,26.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,,19,20002.513957216397
21414,25.0,4.7,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.513957216397
21415,24.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,16,20002.513956967316
21416,20.0,4.7,Stormy,Medium,1,Meal,scooter,0.0,No,Urban,20,20002.513956967316
21417,26.0,4.7,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.513956967316
21418,32.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.513956967316
21419,26.0,4.9,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.51395690549
21420,38.0,4.9,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51395690549
21421,24.0,4.9,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,22,20002.51395690549
21422,27.0,4.8,Sunny,Medium,1,Snack,motorcycle,0.0,No,,16,20002.51395690549
21423,28.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,11,20002.51395641436
21424,26.0,4.8,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,20002.51395641436
21425,36.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Urban,16,20002.51395639736
21426,24.0,4.7,Stormy,High,2,Buffet,electric_scooter,,No,Urban,10,20002.51395639736
21427,,,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,43,20002.51395639736
21428,,,,,3,Buffet,scooter,0.0,No,,16,20002.51395639736
21429,31.0,4.5,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,18,20002.513956392915
21430,38.0,3.9,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,34,20002.513956392915
21431,31.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.513956392915
21432,36.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,28,20002.513956392915
21433,27.0,4.6,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,20002.513956372804
21434,31.0,4.3,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,31,20002.513956372804
21435,32.0,4.3,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,36,20002.513956372804
21436,31.0,4.1,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,46,20002.51394802471
21437,21.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51394802471
21438,36.0,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,26,20002.51394802471
21439,32.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51394802471
21440,30.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.51394802471
21441,20.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,14,20002.51394802471
21442,20.0,4.0,Cloudy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,37,20002.51394802471
21443,35.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.51394802471
21444,39.0,4.1,Windy,High,2,Buffet,scooter,2.0,No,Metropolitian,34,20002.51394802471
21445,24.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.51394802471
21446,36.0,4.9,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,54,20002.51394802471
21447,38.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,20002.51394802471
21448,24.0,4.8,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,18,20002.51394802471
21449,31.0,4.7,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.51394802471
21450,22.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.51394802471
21451,34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.51394802471
21452,21.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.513947715735
21453,20.0,4.9,Fog,Low,2,Drinks,motorcycle,0.0,No,Urban,18,20002.513947715735
21454,37.0,4.3,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,39,20002.513947715735
21455,24.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,17,20002.513947715735
21456,25.0,4.5,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.513947715735
21457,38.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.513947715735
21458,32.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.513947715735
21459,28.0,4.9,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.513947715735
21460,20.0,4.3,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.513947715735
21461,34.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.513947715735
21462,28.0,4.8,Cloudy,Low,1,Buffet,scooter,0.0,No,,10,20002.513947715735
21463,39.0,4.8,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,16,20002.513947715735
21464,23.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.513947715735
21465,28.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,16,20002.513947715735
21466,29.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,12,20002.513947715735
21467,24.0,4.9,Fog,Jam,1,Drinks,scooter,0.0,No,Metropolitian,31,20002.5139476752
21468,22.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.5139476752
21469,38.0,4.9,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,20002.5139476752
21470,29.0,4.8,Fog,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,20002.5139476752
21471,35.0,4.9,Sunny,Low,1,Drinks,scooter,0.0,,Urban,10,20002.5139476752
21472,28.0,4.5,Sunny,High,0,Snack,motorcycle,0.0,Yes,Metropolitian,48,20002.5139476752
21473,39.0,4.7,Fog,Jam,2,Drinks,motorcycle,2.0,Yes,Metropolitian,46,20002.5139476752
21474,31.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.5139476752
21475,34.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,20002.5139476752
21476,26.0,4.5,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.5139476752
21477,28.0,5.0,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Urban,28,20002.5139476752
21478,33.0,3.5,Sandstorms,Jam,1,Drinks,motorcycle,2.0,No,Metropolitian,35,20002.5139476752
21479,21.0,4.9,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.5139476752
21480,36.0,4.8,Fog,High,2,Meal,motorcycle,1.0,No,Metropolitian,37,20002.5139476752
21481,24.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,49,20002.5139476752
21482,35.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.513947664876
21483,24.0,4.8,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,15,20002.513947664876
21484,37.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.513947664876
21485,33.0,4.4,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,20002.513947664876
21486,25.0,4.6,Cloudy,Medium,1,Snack,scooter,,No,Urban,17,20002.513947664876
21487,33.0,4.5,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.513947664876
21488,28.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,20002.513947664876
21489,22.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.513947664876
21490,36.0,4.8,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.513947664876
21491,26.0,4.5,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.513947664876
21492,35.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.513947664876
21493,38.0,3.7,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,20002.51394765438
21494,35.0,4.2,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.51394765438
21495,21.0,4.3,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,34,20002.51394765438
21496,22.0,5.0,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,43,20002.51394765438
21497,33.0,5.0,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,20002.51394765438
21498,,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.51394765438
21499,25.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51394765438
21500,26.0,4.2,Fog,High,2,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.51394765438
21501,28.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,19,20002.51394765438
21502,23.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,17,20002.51394765438
21503,23.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.513947618732
21504,31.0,4.8,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,26,20002.513947618732
21505,26.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.513947618732
21506,20.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,,21,20002.513947618732
21507,35.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.513947618732
21508,33.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,25,20002.513947618732
21509,37.0,4.2,Stormy,Jam,1,Buffet,scooter,2.0,No,Metropolitian,38,20002.513947618732
21510,35.0,5.0,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,37,20002.513947618732
21511,24.0,4.6,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Urban,19,20002.513947618732
21512,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.513947618732
21513,38.0,4.2,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,20002.513947618732
21514,31.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.513947618732
21515,20.0,4.9,Windy,Low,1,Buffet,scooter,0.0,No,Urban,10,20002.513947618732
21516,22.0,4.6,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.513947618732
21517,33.0,4.0,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.513947610292
21518,20.0,4.9,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.513947610292
21519,38.0,4.6,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,20002.513947610292
21520,33.0,4.8,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,25,20002.513947610292
